organization_formal_name,monitoring_location_identifier,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,characteristic_name,result_measure_value,result_measure_measure_unit_code,result_status_identifier,result_analytical_method_method_name,detection_quantitation_limit_type_name,detection_quantitation_limit_measure_measure_value,detection_quantitation_limit_measure_measure_unit_code
USGS California Water Science Center,USGS-11304810,2017-07-11,10:03:00,PST,Suspended Sediment Concentration (SSC),66,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2019-11-04,08:41:00,PST,Suspended Sediment Concentration (SSC),11,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-02-04,09:31:00,PST,Suspended Sediment Concentration (SSC),22,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11337080,2018-02-22,11:15:00,PST,Suspended Sediment Concentration (SSC),5,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11337190,2018-07-26,14:05:00,PST,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,15:30:00,PST,Nitrite,0.017,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11337190,2018-07-26,14:05:00,PST,Inorganic nitrogen (nitrate and nitrite),0.121,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,15:30:00,PST,Orthophosphate,0.086,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,15:30:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.3,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11336930,2017-05-17,09:20:00,PST,Suspended Sediment Concentration (SSC),16,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455315,2018-01-31,12:45:00,PST,Suspended Sediment Concentration (SSC),12,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11337190,2018-07-26,14:05:00,PST,UV 254,2.6,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-11455315,2018-09-04,12:45:00,PST,Suspended Sediment Concentration (SSC),8,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2019-02-12,09:30:00,PST,Suspended Sediment Concentration (SSC),114,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-03-10,13:52:00,PST,Suspended Sediment Concentration (SSC),64,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-12-21,17:00:00,PST,Suspended Sediment Concentration (SSC),64,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455315,2017-05-03,13:04:00,PST,Suspended Sediment Concentration (SSC),10,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381614121415301,2018-07-13,09:05:00,PST,Inorganic nitrogen (nitrate and nitrite),NA,NA,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,09:05:00,PST,Orthophosphate,0.105,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2017-02-28,12:50:00,PST,Suspended Sediment Concentration (SSC),22,mg/l,Accepted,Sediment conc by filtration,NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,09:05:00,PST,UV 254,0.07,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.009674,units/cm
USGS California Water Science Center,USGS-381614121415301,2018-07-13,09:05:00,PST,Pheophytin a,1.8,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455315,2017-12-05,09:30:00,PST,Nitrite,0.01,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11455315,2017-12-05,09:30:00,PST,Inorganic nitrogen (nitrate and nitrite),0.39,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,09:05:00,PST,Chlorophyll a,1.2,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455276,2017-03-08,12:30:00,PST,Organic carbon,3.7,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.6,mg/l
USGS California Water Science Center,USGS-11455276,2017-03-08,12:30:00,PST,UV 254,0.118,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.009674,units/cm
USGS California Water Science Center,USGS-11455276,2017-03-08,12:30:00,PST,Pheophytin a,7,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455276,2017-03-08,12:30:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.27,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11455276,2017-03-08,12:30:00,PST,UV 254,3.2,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-02-02,09:20:00,PST,Suspended Sediment Concentration (SSC),19,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455140,2017-10-03,11:06:00,PST,Suspended Sediment Concentration (SSC),58,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-11-26,11:50:00,PST,Suspended Sediment Concentration (SSC),12,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-380631122032201,2018-07-26,11:47:00,PST,Orthophosphate,0.105,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455350,2018-07-26,09:27:00,PST,Orthophosphate,0.07,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11337190,2018-10-23,09:15:00,PST,Suspended Sediment Concentration (SSC),8,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455276,2017-03-15,11:30:00,PST,Chlorophyll a,18.8,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447650,2017-12-07,08:57:00,PST,Suspended Sediment Concentration (SSC),18,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11313460,2017-07-12,10:05:00,PST,Suspended Sediment Concentration (SSC),27,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455335,2017-05-03,11:47:00,PST,Suspended Sediment Concentration (SSC),12,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455146,2018-11-06,13:00:00,PST,Inorganic nitrogen (nitrate and nitrite),NA,NA,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2017-02-06,08:44:00,PST,Suspended Sediment Concentration (SSC),63,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-12-03,11:08:00,PST,Suspended Sediment Concentration (SSC),58,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455315,2017-08-17,09:58:00,PST,Suspended Sediment Concentration (SSC),11,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455478,2018-07-26,09:40:00,PST,Inorganic nitrogen (nitrate and nitrite),0.156,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11313405,2018-02-21,13:45:00,PST,Suspended Sediment Concentration (SSC),6,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455478,2018-07-26,09:40:00,PST,Organic carbon,1.7,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.3,mg/l
USGS California Water Science Center,USGS-11303500,2017-01-17,13:26:00,PST,Suspended Sediment Concentration (SSC),92,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381614121415301,2018-07-13,15:17:00,PST,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,15:17:00,PST,Nitrite,0.008,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,15:17:00,PST,Inorganic nitrogen (nitrate and nitrite),NA,NA,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,15:17:00,PST,Orthophosphate,0.118,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,15:17:00,PST,Organic carbon,2.6,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.3,mg/l
USGS California Water Science Center,USGS-381614121415301,2018-07-13,15:17:00,PST,UV 254,0.069,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.009674,units/cm
USGS California Water Science Center,USGS-381614121415301,2018-07-13,15:17:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.23,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2018-03-09,06:20:00,PST,Suspended Sediment Concentration (SSC),82,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-12-10,11:15:00,PST,Suspended Sediment Concentration (SSC),8,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11313405,2017-10-04,11:05:00,PST,Suspended Sediment Concentration (SSC),3,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381142122015801,2017-12-12,09:45:00,PST,Ammonia and ammonium,0.36,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381142122015801,2017-12-12,09:45:00,PST,Nitrite,0.01,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-381142122015801,2017-12-12,09:45:00,PST,Inorganic nitrogen (nitrate and nitrite),0.49,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-381142122015801,2017-12-12,09:45:00,PST,Orthophosphate,0.09,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381142122015801,2017-12-12,09:45:00,PST,Pheophytin a,3.9,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-381142122015801,2017-12-12,09:45:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",1.36,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-381142122015801,2017-12-12,09:45:00,PST,Chlorophyll a,2.1,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455140,2017-11-08,11:15:00,PST,Suspended Sediment Concentration (SSC),7,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455280,2017-08-02,13:37:00,PST,Suspended Sediment Concentration (SSC),8,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381424121405601,2018-09-05,10:10:00,PST,Pheophytin a,1.9,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-381424121405601,2018-09-05,10:10:00,PST,UV 254,2.6,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-381142122015801,2020-02-27,11:30:00,PST,Inorganic nitrogen (nitrate and nitrite),1.35,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-381142122015801,2020-02-27,11:30:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",2.31,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,10:30:00,PST,Nitrite,0.003,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11455508,2020-02-27,10:15:00,PST,Ammonia and ammonium,0.09,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,10:30:00,PST,Orthophosphate,0.095,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2017-01-27,07:00:00,PST,Suspended Sediment Concentration (SSC),52,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-03-10,14:00:00,PST,Suspended Sediment Concentration (SSC),73,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11312672,2017-08-16,15:01:00,PST,Suspended Sediment Concentration (SSC),17,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-02-05,12:05:00,PST,Suspended Sediment Concentration (SSC),49,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381614121415301,2018-10-10,11:33:00,PST,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,11:33:00,PST,Nitrite,0.002,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,11:33:00,PST,Inorganic nitrogen (nitrate and nitrite),NA,NA,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,11:33:00,PST,Orthophosphate,0.088,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,11:33:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.61,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11447903,2018-08-14,13:15:00,PST,Suspended Sediment Concentration (SSC),12,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2020-01-18,12:37:00,PST,Suspended Sediment Concentration (SSC),11,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447890,2018-05-08,08:00:00,PST,Ammonia and ammonium,0.95,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11337190,2020-01-22,09:30:00,PST,Orthophosphate,0.07,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2018-05-08,08:00:00,PST,Pheophytin a,2.5,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455315,2018-02-08,10:30:00,PST,Pheophytin a,1.6,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455315,2018-02-08,10:30:00,PST,Chlorophyll a,1.6,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-381614121415301,2018-07-13,12:58:00,PST,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,12:58:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.2,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,12:58:00,PST,UV 254,2.8,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,12:58:00,PST,Chlorophyll a,9.8,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-381614121415301,2018-07-13,10:36:00,PST,Nitrite,NA,NA,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2017-11-22,08:59:00,PST,Suspended Sediment Concentration (SSC),17,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455165,2017-05-03,09:27:00,PST,Suspended Sediment Concentration (SSC),33,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-01-17,13:30:00,PST,Suspended Sediment Concentration (SSC),92,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381614121415301,2018-07-13,10:36:00,PST,UV 254,2.2,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-11455335,2017-07-13,09:42:00,PST,Suspended Sediment Concentration (SSC),18,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11336680,2017-02-16,12:35:00,PST,Suspended Sediment Concentration (SSC),26,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-12-11,08:46:00,PST,Suspended Sediment Concentration (SSC),17,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-01-30,08:38:00,PST,Suspended Sediment Concentration (SSC),61,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381614121415301,2018-07-13,09:25:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.18,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-12-04,13:45:00,PST,Suspended Sediment Concentration (SSC),20,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-12-06,13:34:00,PST,Suspended Sediment Concentration (SSC),51,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455095,2018-05-30,13:40:00,PST,Nitrite,0.001,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11455095,2018-05-30,13:40:00,PST,Inorganic nitrogen (nitrate and nitrite),0.08,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11455140,2020-02-18,11:45:00,PST,Inorganic nitrogen (nitrate and nitrite),0.3,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11455140,2020-02-18,11:45:00,PST,Pheophytin a,2.6,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455095,2018-05-30,13:40:00,PST,Pheophytin a,1.9,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455095,2018-05-30,13:40:00,PST,UV 254,2.5,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-11455095,2018-05-30,13:40:00,PST,Chlorophyll a,4.7,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
